City,Year,AverageTemperature,NO2 Mean,SO2 Mean,CO Mean,Latitude,Longitude,Avg_CO2_natural_pross
"444 Park Street, Gardner",2012,10.0646666666667,15.8050845355649,1.10126164923292,0.277383131101813,42.59,-72,190565.325603609
"444 Park Street, Gardner",2013,10.3756666666667,17.4774906633663,1.07113042857143,0.273270939886846,42.59,-72,190013.457939345
Golden State Highway,2000,16.6433333333333,41.2576621693989,0.487721040983607,1.32901644125683,34.56,-118.7,202954.840625164
Golden State Highway,2001,16.46625,41.2177358412256,0.732013288300836,1.15059698467967,34.56,-118.7,202533.047669484
Golden State Highway,2002,16.43025,40.1067030730337,1.96919802668539,1.10034658146067,34.56,-118.7,202507.256316711
Golden State Highway,2003,16.9446666666667,35.5849672688822,1.33964681117825,1.00409924622357,34.56,-118.7,205392.551367591
Golden State Highway,2004,16.5528333333333,32.6891859941003,2.50982566961652,0.782760495575221,34.56,-118.7,207367.67381895
Golden State Highway,2005,16.4314166666667,29.2322179318498,1.55658563073713,0.766083845618915,34.56,-118.7,207371.776318334
Golden State Highway,2006,16.6230833333333,27.3804372071823,0.62282454281768,0.663388186464088,34.56,-118.7,206890.551627886
Golden State Highway,2007,16.6999166666667,28.6239209944904,1.02110197933884,0.573711287878788,34.56,-118.7,207704.80204842
Golden State Highway,2008,17.01475,28.5664727472527,0.831169516483516,0.544017604395604,34.56,-118.7,202172.348238522
Golden State Highway,2009,16.677,26.7495566362007,0.429082725806452,0.506602863799283,34.56,-118.7,189498.288118821
Golden State Highway,2010,15.887,24.3329576308725,0.888048964765101,0.43910489261745,34.56,-118.7,195632.057606128
Golden State Highway,2011,15.8748333333333,23.1443198168317,0.394750985148515,0.48804102970297,34.56,-118.7,193891.253360382
Golden State Highway,2012,17.0895833333333,22.0470714,0.489857403389831,0.486942572881356,34.56,-118.7,190565.325603609
Golden State Highway,2013,18.1206666666667,20.7301825672131,0.329450665573771,0.434697918032787,34.56,-118.7,190013.457939345
Charlotte,2000,16.4285833333333,15.3748382303207,3.77248689795918,0.62376556851312,34.56,-81.73,202954.840625164
Charlotte,2001,16.8565833333333,14.9851331648936,3.50630249202128,0.582454856382979,34.56,-81.73,202533.047669484
Charlotte,2002,17.0224166666667,12.7554027177914,2.44511570552147,0.43066363803681,34.56,-81.73,202507.256316711
Charlotte,2003,16.2838333333333,12.3819483641975,1.91424715432099,0.488920554012346,34.56,-81.73,205392.551367591
Charlotte,2004,16.7840833333333,11.0699346859756,2.11315652896341,0.431059634146341,34.56,-81.73,207367.67381895
Charlotte,2005,16.7121666666667,12.4336324511628,2.15619839069767,0.51773556744186,34.56,-81.73,207371.776318334
Charlotte,2006,17.0350833333333,12.2851884305556,2.65816839351852,0.403573548611111,34.56,-81.73,206890.551627886
Charlotte,2007,17.4789166666667,13.9164453650138,2.94024620730028,0.375289365013774,34.56,-81.73,207704.80204842
Charlotte,2008,16.6560833333333,11.2082033719008,2.07026687465565,0.322851436639118,34.56,-81.73,202172.348238522
Charlotte,2009,16.4183333333333,9.85195840285715,0.8021515,0.293876041428571,34.56,-81.73,189498.288118821
Charlotte,2010,16.5176666666667,11.6892513567416,0.90441153511236,0.328666504213483,34.56,-81.73,195632.057606128
Charlotte,2011,17.2563333333333,9.99517392264416,0.570810545007032,0.338969414205345,34.56,-81.73,193891.253360382
Charlotte,2012,17.64225,8.67151139772727,0.2337694375,0.28040618262987,34.56,-81.73,190565.325603609
Charlotte,2013,17.705,8.48223218465909,0.253827913352273,0.288644733664773,34.56,-81.73,190013.457939345
Chicago,2000,11.0896666666667,31.5054390176678,4.63873554063604,0.632211406360424,42.59,-87.27,202954.840625164
Chula Vista,2000,16.9000833333333,16.751818350211,2.65734665611814,0.839298673699016,32.95,-117.77,202954.840625164
Chula Vista,2001,16.3741666666667,16.8422959669422,3.31955180716253,0.81224591322314,32.95,-117.77,202533.047669484
Chula Vista,2002,16.37275,17.6468263808219,3.6610823260274,0.736889576712329,32.95,-117.77,202507.256316711
Chula Vista,2003,17.1001666666667,17.9764037972222,3.5725095,0.738177743055556,32.95,-117.77,205392.551367591
Chula Vista,2004,16.8406666666667,16.0356110164384,3.03870374931507,0.716872908219178,32.95,-117.77,207367.67381895
Chula Vista,2005,16.9275,16.2460887541899,3.11908847486034,0.675442416201117,32.95,-117.77,207371.776318334
Chula Vista,2006,17.2315833333333,16.9394814182825,3.29137528531856,0.61142466066482,32.95,-117.77,206890.551627886
Chula Vista,2007,16.80275,15.1849130217391,2.67107671059783,0.660294019021739,32.95,-117.77,207704.80204842
Chula Vista,2008,17.2110833333333,14.7297575785124,2.27804069559229,0.596382296143251,32.95,-117.77,202172.348238522
Chula Vista,2009,17.03125,13.4036950909091,1.99310256336088,0.548843279614325,32.95,-117.77,189498.288118821
Chula Vista,2010,16.1921666666667,21.9045854761905,1.3305949047619,0.729743873015873,32.95,-117.77,195632.057606128
Cincinnati,2011,12.6281666666667,12.9569882271881,3.96801459031657,0.260222569832402,39.38,-85.32,193891.253360382
Cincinnati,2012,13.5179166666667,13.7434783275862,4.01234593965517,0.239785448275862,39.38,-85.32,190565.325603609
Cincinnati,2013,13.3983333333333,11.9789062298137,2.42990818167702,0.243328552795031,39.38,-85.32,190013.457939345
Cleveland,2011,11.04425,15.3807314189944,4.85087371927374,0.293886659217877,40.99,-80.95,193891.253360382
Cleveland,2012,11.9654166666667,13.8363494147727,3.03569164488636,0.280253948863636,40.99,-80.95,190565.325603609
Cleveland,2013,11.8706666666667,12.9290702794521,2.26486090890411,0.242712760273973,40.99,-80.95,190013.457939345
Concord,2000,15.022,16.004768,1.55556846418733,0.681022369146005,37.78,-122.03,202954.840625164
Concord,2001,15.2469166666667,15.4291242839506,1.13624981550069,0.562337340192044,37.78,-122.03,202533.047669484
Concord,2002,14.99625,14.6739415549451,0.761915188186813,0.506172468406594,37.78,-122.03,202507.256316711
Concord,2003,15.4250833333333,13.4269500166205,0.589802059556787,0.507037609418283,37.78,-122.03,205392.551367591
Concord,2004,15.3749166666667,12.2519519512894,1.02052836819484,0.459770302292264,37.78,-122.03,207367.67381895
Concord,2005,15.17125,11.5740220410959,0.952757842465754,0.433029630136986,37.78,-122.03,207371.776318334
Concord,2006,15.021,10.8007513178082,0.764503247945205,0.391771710958904,37.78,-122.03,206890.551627886
Concord,2007,14.93675,10.6800158136986,0.687936967123288,0.361794097260274,37.78,-122.03,207704.80204842
Concord,2008,15.0528333333333,10.1814906311475,0.79590325273224,0.366244349726776,37.78,-122.03,202172.348238522
Concord,2009,15.01975,9.30128356593407,0.563026710164835,0.312346736263736,37.78,-122.03,189498.288118821
Concord,2010,14.6709166666667,8.38724598022599,0.434712453389831,0.320084233050848,37.78,-122.03,195632.057606128
Concord,2011,14.4965833333333,8.7903783890411,0.58099567260274,0.347424710958904,37.78,-122.03,193891.253360382
Concord,2012,15.0515833333333,8.35050808493151,0.299966302739726,0.322826978082192,37.78,-122.03,190565.325603609
Concord,2013,16.2336666666667,9.14086371780822,0.42074557260274,0.33781562739726,37.78,-122.03,190013.457939345
Costa Mesa,2000,16.9000833333333,19.5700879125683,1.85140937704918,0.812796400273224,32.95,-117.77,202954.840625164
Costa Mesa,2001,16.3741666666667,16.3677757026239,1.39873075655977,0.605005090379009,32.95,-117.77,202533.047669484
Costa Mesa,2002,16.37275,17.6560463600563,1.54824960267229,0.548140563994374,32.95,-117.77,202507.256316711
Costa Mesa,2003,17.1001666666667,18.0395645155807,1.00492502832861,0.57855814305949,32.95,-117.77,205392.551367591
Costa Mesa,2004,16.8406666666667,15.8159102915452,1.54958106705539,0.479413890670554,32.95,-117.77,207367.67381895
Costa Mesa,2005,16.9275,13.138341755287,1.25879346676737,0.297238098187311,32.95,-117.77,207371.776318334
Costa Mesa,2006,17.2315833333333,14.3749902636103,1.30980673782235,0.324800812320917,32.95,-117.77,206890.551627886
Costa Mesa,2007,16.80275,13.261896,0.831220865921788,0.311505474860335,32.95,-117.77,207704.80204842
Costa Mesa,2008,17.2110833333333,13.1751366739726,1.1489734109589,0.347699326027397,32.95,-117.77,202172.348238522
Costa Mesa,2009,17.03125,13.0172551578947,1.10667026731302,0.287842379501385,32.95,-117.77,189498.288118821
Costa Mesa,2010,16.1921666666667,11.1729320521978,0.564876458791209,0.242461523351648,32.95,-117.77,195632.057606128
Costa Mesa,2011,16.25575,10.9875756898551,0.279647979710145,0.237483068115942,32.95,-117.77,193891.253360382
Costa Mesa,2012,17.2035833333333,9.54613346686747,0.0704692409638554,0.16766968373494,32.95,-117.77,190565.325603609
Costa Mesa,2013,17.1807777777778,12.0632943387358,0.222227034035656,0.272299768233387,32.95,-117.77,190013.457939345
Dallas,2000,18.8966666666667,18.4965119869281,0.948009688453159,0.392715522875817,32.95,-96.7,202954.840625164
Dallas,2001,18.5453333333333,18.8544678625731,0.993340131578947,0.385097111111111,32.95,-96.7,202533.047669484
Dallas,2002,18.1949166666667,18.3984487018284,0.396090172292546,0.337161857946554,32.95,-96.7,202507.256316711
Dallas,2003,18.55375,18.2647221158192,0.971955194915254,0.423128228813559,32.95,-96.7,205392.551367591
Dallas,2004,18.58425,16.359083156535,0.839264496960486,0.404531109422492,32.95,-96.7,207367.67381895
Dallas,2005,19.1250833333333,16.906299246988,0.826779629518072,0.410845286144578,32.95,-96.7,207371.776318334
Dallas,2006,19.8536666666667,15.2825409735974,0.716134856435644,0.340482889438944,32.95,-96.7,206890.551627886
Dallas,2007,18.4160833333333,15.7133691432836,0.312984964179105,0.371124832835821,32.95,-96.7,207704.80204842
Dallas,2008,18.51825,12.5358114993679,0.526666008849558,0.298085795195955,32.95,-96.7,202172.348238522
Dallas,2009,18.4226666666667,12.4600509299363,0.535039939490446,0.284004786624204,32.95,-96.7,189498.288118821
Dallas,2010,18.686,13.1061377178771,0.641640224860335,0.264152600558659,32.95,-96.7,195632.057606128
Dallas,2011,19.6949166666667,12.9569667323529,0.641221635294118,0.293659830882353,32.95,-96.7,193891.253360382
Dallas,2012,19.9910833333333,11.4915395949926,0.261378516936672,0.20568018556701,32.95,-96.7,190565.325603609
Dallas,2013,20.4507777777778,11.5733744937238,0.17687030404463,0.231715087168759,32.95,-96.7,190013.457939345
Denver,2005,10.0555833333333,31.4745711671388,2.79105758640227,0.705101854107649,39.38,-104.05,207371.776318334
Denver,2006,9.9615,29.1077105253731,2.76280525820896,0.627339320895522,39.38,-104.05,206890.551627886
Denver,2007,9.47508333333333,27.0280750377907,2.63949411627907,0.621431773255814,39.38,-104.05,207704.80204842
Denver,2008,9.0935,42.0401473904762,4.01097796190476,0.773420342857143,39.38,-104.05,202172.348238522
Denver,2012,10.9200833333333,23.992874124805,2.01579570670827,0.396290353354134,39.38,-104.05,190565.325603609
Denver,2013,11.2057777777778,24.06972596875,1.83090696164773,0.395897045454545,39.38,-104.05,190013.457939345
Des Moines,2007,11.2093333333333,7.86189500568182,0.239445931818182,0.291568982954546,40.99,-93.73,207704.80204842
Des Moines,2008,9.49633333333333,8.02263554814815,0.226002464197531,0.294271395061728,40.99,-93.73,202172.348238522
Des Moines,2009,10.0085833333333,8.21748983490566,0.131836247641509,0.268638490566038,40.99,-93.73,189498.288118821
Des Moines,2010,10.7165,8.05911350127877,0.238283246803069,0.289222084398977,40.99,-93.73,195632.057606128
Des Moines,2011,10.9373333333333,7.112136755,0.100663565,0.2109814725,40.99,-93.73,193891.253360382
Des Moines,2012,12.9065,7.32027428365385,0.064395266826923,0.219110228365385,40.99,-93.73,190565.325603609
Des Moines,2013,12.2861111111111,6.15036727638191,-0.0315241030150753,0.198559836683417,40.99,-93.73,190013.457939345
Detroit,2000,9.34416666666667,22.6400608879552,5.41525120588235,0.27700124929972,42.59,-82.91,202954.840625164
Detroit,2001,10.2904166666667,22.7798747482993,5.39270774829932,0.396530275510204,42.59,-82.91,202533.047669484
Detroit,2002,10.0074166666667,20.7680511169591,5.19300599415205,0.373005956140351,42.59,-82.91,202507.256316711
Detroit,2003,8.72583333333333,18.8813654409938,4.95405683850932,0.421699596273292,42.59,-82.91,205392.551367591
Detroit,2004,9.25833333333333,17.0808256686391,3.98005884911243,0.400005133136095,42.59,-82.91,207367.67381895
Detroit,2005,9.73383333333333,17.8596158941176,4.20969741470588,0.3492179,42.59,-82.91,207371.776318334
Detroit,2006,10.42925,13.418527047619,3.14929641369048,0.279230488095238,42.59,-82.91,206890.551627886
El Paso,2000,16.8895833333333,14.8434736674183,1.10803643348365,0.500316404735062,31.35,-105.55,202954.840625164
El Paso,2001,16.6983333333333,14.4389367577236,0.673712818699187,0.430056540650407,31.35,-105.55,202533.047669484
El Paso,2002,16.6320833333333,14.8307263423285,0.341935857363146,0.342456707016191,31.35,-105.55,202507.256316711
El Paso,2003,16.9361666666667,14.9639867419591,0.621917104532164,0.376466238304094,31.35,-105.55,205392.551367591
El Paso,2004,15.9881666666667,13.3186745027855,0.392391265320334,0.33523568454039,31.35,-105.55,207367.67381895
El Paso,2005,16.6130833333333,13.4518489653259,0.590915545076283,0.357244473647712,31.35,-105.55,207371.776318334
El Paso,2006,16.7036666666667,12.9204677623762,0.280832392993146,0.29680468278751,31.35,-105.55,206890.551627886
El Paso,2007,16.252,12.3813058877246,0.386065952095808,0.185657942365269,31.35,-105.55,207704.80204842
El Paso,2008,16.10625,16.5174901521127,0.586064966197183,0.2211779,31.35,-105.55,202172.348238522
El Paso,2009,16.5754166666667,13.676709464986,0.384590415966387,0.162003550420168,31.35,-105.55,189498.288118821
El Paso,2010,16.29875,13.5994353856383,0.424051058510638,0.186529138297872,31.35,-105.55,195632.057606128
El Paso,2011,17.0491666666667,13.4784225409505,0.600170707280081,0.205006600606673,31.35,-105.55,193891.253360382
El Paso,2012,17.2964166666667,12.8493891502504,0.573663832220367,0.188667328046745,31.35,-105.55,190565.325603609
El Paso,2013,18.2408888888889,12.6279781092437,0.473996217086835,0.174384280812325,31.35,-105.55,190013.457939345
Fontana,2008,17.9900833333333,20.2701813498623,1.59742789256198,0.436943582644628,34.56,-116.76,202172.348238522
Fontana,2009,17.7475833333333,23.462264909589,0.857366479452055,0.370621491780822,34.56,-116.76,189498.288118821
Fontana,2010,17.11225,24.3188931349206,0.628874357142857,0.347701226190476,34.56,-116.76,195632.057606128
Fontana,2011,16.96875,21.0200676029412,0.61398005,0.319075170588235,34.56,-116.76,193891.253360382
Fontana,2012,18.4419166666667,22.2467116094183,0.586767221606648,0.266271976454294,34.56,-116.76,190565.325603609
Fontana,2013,19.8653333333333,20.7364118218299,0.4614457929374,0.257847864365971,34.56,-116.76,190013.457939345
Fresno,2003,16.95825,14.5694344678007,1.26253074058323,0.496204436208992,36.17,-119.34,205392.551367591
Fresno,2007,16.4925833333333,15.1943218514851,0.669336209570957,0.201452331683168,36.17,-119.34,207704.80204842
Fresno,2008,16.7175,15.2690067296588,1.06867186745407,0.359690839895013,36.17,-119.34,202172.348238522
Fresno,2009,16.60425,14.2420954876712,1.64837063561644,0.341200830136986,36.17,-119.34,189498.288118821
Fresno,2010,15.8900833333333,12.9162667096774,0.746759923387097,0.277056704301075,36.17,-119.34,195632.057606128
Fresno,2011,15.6258333333333,10.0650309911111,0.782404023111111,0.266580167111111,36.17,-119.34,193891.253360382
Fresno,2012,16.98225,12.2651544776119,0.644719927860697,0.37646171641791,36.17,-119.34,190565.325603609
Fresno,2013,18.6756666666667,13.1200598305556,0.578590413888889,0.419218986111111,36.17,-119.34,190013.457939345
Grand Rapids,2002,9.81116666666667,15.7310772802198,1.71666332417582,0.360402057692308,42.59,-85.09,202507.256316711
Grand Rapids,2003,8.79808333333333,16.4052380054348,1.27703714945652,0.378112274456522,42.59,-85.09,205392.551367591
Grand Rapids,2004,9.2635,12.128194545977,0.838532767241379,0.309592448275862,42.59,-85.09,207367.67381895
Grand Rapids,2005,9.76108333333333,13.2855823910256,1.03790035576923,0.297272493589744,42.59,-85.09,207371.776318334
Grand Rapids,2006,10.3070833333333,11.7095120054348,0.77228485326087,0.347183972826087,42.59,-85.09,206890.551627886
Grand Rapids,2007,9.85433333333333,8.125,2.3229165,0.229167,42.59,-85.09,207704.80204842
Hampton,2010,16.2965833333333,4.1112565511811,1.70190395275591,0.0754753070866141,36.17,-75.58,195632.057606128
Hampton,2011,17.2174166666667,4.50547649767442,1.00917748837209,0.336770548837209,36.17,-75.58,193891.253360382
Hampton,2012,17.3745,3.8231865,0.732404089622642,0.271000469339623,36.17,-75.58,190565.325603609
Hampton,2013,17.288,2.982939705,0.8183498475,0.305862965,36.17,-75.58,190013.457939345
Henderson,2000,18.509,16.6838067094017,5.3827119017094,0.221657955128205,36.17,-115.36,202954.840625164
Henderson,2001,18.50475,14.9883558259109,4.92658347975709,0.133101348178138,36.17,-115.36,202533.047669484
Houston,2000,21.342,16.8672610015015,6.10643582132132,0.382191118618619,29.74,-96,202954.840625164
Houston,2001,20.64,16.8720261615272,4.36664349339207,0.302346766519824,29.74,-96,202533.047669484
Houston,2003,20.685,14.0918965472561,6.13539061204268,0.674338606707317,29.74,-96,205392.551367591
Houston,2004,20.9771666666667,12.301445413643,6.50062531132075,0.303657281567489,29.74,-96,207367.67381895
Houston,2005,21.2321666666667,11.8733509251799,7.1317488294964,0.13466538705036,29.74,-96,207371.776318334
Houston,2006,21.456,13.3080369905213,4.01635623775671,0.188722065560822,29.74,-96,206890.551627886
Houston,2007,20.7144166666667,15.8273104921986,2.87036888865248,0.205184387943262,29.74,-96,207704.80204842
Houston,2008,21.0078333333333,14.1893826906475,1.49057027338129,0.22110545971223,29.74,-96,202172.348238522
Houston,2009,21.1051666666667,9.51155337362637,1.40484352014652,0.184007946520147,29.74,-96,189498.288118821
Houston,2010,20.4325833333333,13.1515563484321,1.55110065853659,0.233369301393728,29.74,-96,195632.057606128
Houston,2011,21.6856666666667,12.0004575647887,0.891508090140845,0.213489961971831,29.74,-96,193891.253360382
Houston,2012,21.8571666666667,12.5196002586926,0.781171486091794,0.216207882475661,29.74,-96,190565.325603609
Houston,2013,22.2802222222222,11.9601783972028,0.386017616783217,0.221947737762238,29.74,-96,190013.457939345
Kansas City,2000,12.72675,16.51802803125,1.37818157670455,0.984363693181818,39.38,-93.64,202954.840625164
Kansas City,2001,13.0948333333333,18.422411664723,1.66591050145773,0.569799303206997,39.38,-93.64,202533.047669484
Kansas City,2002,13.0049166666667,16.8405886865204,3.3631344153605,0.826019512539185,39.38,-93.64,202507.256316711
Kansas City,2003,12.5559166666667,16.3128686007326,3.3067157985348,0.556081097069597,39.38,-93.64,205392.551367591
Kansas City,2004,12.5583333333333,14.8778075329513,2.96692383810888,0.505000878223496,39.38,-93.64,207367.67381895
Kansas City,2005,13.2669166666667,17.4847099805556,3.55853205416667,0.496904343055556,39.38,-93.64,207371.776318334
Kansas City,2006,13.7685,15.1823988270893,4.5998790648415,0.425664374639769,39.38,-93.64,206890.551627886
Kansas City,2007,13.1776666666667,13.3936032794521,4.19640236986301,0.422213620547945,39.38,-93.64,207704.80204842
Kansas City,2008,11.61275,16.8078922103746,4.04381809798271,0.402355070605187,39.38,-93.64,202172.348238522
Kansas City,2009,12.0295833333333,12.2716397953216,4.65207902631579,0.296209340643275,39.38,-93.64,189498.288118821
Kansas City,2010,12.6794166666667,13.0666753128655,5.18930890789474,0.417026507309942,39.38,-93.64,195632.057606128
Kansas City,2011,12.794,13.10077026,3.61894933571429,0.451442347142857,39.38,-93.64,193891.253360382
Kansas City,2012,14.79125,12.0659567400881,2.80852907929515,0.510675077092511,39.38,-93.64,190565.325603609
Kansas City,2013,13.9896666666667,11.8597126655844,2.04339245454545,0.43578813474026,39.38,-93.64,190013.457939345
Lancaster,2000,16.6433333333333,11.1877565785536,2.76272398628429,0.239179663341646,34.56,-118.7,202954.840625164
Lancaster,2001,16.46625,11.1960624475524,1.83220257342657,0.298438606060606,34.56,-118.7,202533.047669484
Lancaster,2002,16.43025,10.5750235227273,3.25378951818182,0.358629840909091,34.56,-118.7,202507.256316711
Lancaster,2003,16.9446666666667,11.9242079906103,2.80942592723005,0.273689389671361,34.56,-118.7,205392.551367591
Lancaster,2004,16.5528333333333,11.363660352657,3.91808961352657,0.297194038647343,34.56,-118.7,207367.67381895
Lancaster,2005,16.4314166666667,10.7438314061033,3.75214059624413,0.24140048943662,34.56,-118.7,207371.776318334
Lancaster,2006,16.6230833333333,10.8290358,4.1713837372093,0.282213069767442,34.56,-118.7,206890.551627886
Lancaster,2007,16.6999166666667,9.67817054716981,3.93437994103774,0.231739566037736,34.56,-118.7,207704.80204842
Lancaster,2008,17.01475,9.7187255456919,3.73727971018277,0.308855449086162,34.56,-118.7,202172.348238522
Long Beach,2000,16.9000833333333,31.5235210054645,2.2886119931694,0.717407725409836,32.95,-117.77,202954.840625164
Long Beach,2001,16.3741666666667,30.3251306438356,2.21672733835616,0.81195278630137,32.95,-117.77,202533.047669484
Long Beach,2002,16.37275,29.468020579096,2.08516407909605,0.883958087570621,32.95,-117.77,202507.256316711
Long Beach,2003,17.1001666666667,28.296755038633,2.32989326002972,0.849162086181278,32.95,-117.77,205392.551367591
Long Beach,2004,16.8406666666667,27.7828049610028,5.05217071030641,0.548364374651811,32.95,-117.77,207367.67381895
Long Beach,2005,16.9275,24.3032173534247,1.84382308082192,0.740479389041096,32.95,-117.77,207371.776318334
Long Beach,2006,17.2315833333333,21.3953115426136,1.24687724289773,0.751522734375,32.95,-117.77,206890.551627886
Long Beach,2007,16.80275,20.6365672680115,2.64351152737752,0.601046811239193,32.95,-117.77,207704.80204842
Long Beach,2008,17.2110833333333,20.8048598387978,2.17578653005464,0.530011471311475,32.95,-117.77,202172.348238522
Long Beach,2009,17.03125,21.1103255753846,1.22188398153846,0.50218206,32.95,-117.77,189498.288118821
Long Beach,2010,16.1921666666667,20.5794868760563,1.04276843521127,0.382762773239437,32.95,-117.77,195632.057606128
Long Beach,2011,16.25575,18.7871201974684,0.857908297890295,0.385056194092827,32.95,-117.77,193891.253360382
Long Beach,2012,17.2035833333333,22.07338078125,0.699110048295455,0.554381911931818,32.95,-117.77,190565.325603609
